comment,label
[CLS]من همه ای تاپیکاتو خوندم بنظرم خودت مقصری همیشه شروع کننده دعوا خودتی همش فحش میدی بنظرم یکم جلوی زبنتو بگیری زندگیت خیلی قشنگ میشه یکم امتحان کن بجای فحش حرفای قشنگ بزن چرا اول زندگیتو اینجوری تلخ میکنی اینقدر گیر میدی،اول همه ای راه هارو امتحان کن طلاق اخرین گزینست یکم ب حرفا و رفتارات فک کن[SEP]یک زن ۱۹ ساله با یک مرد ۲۵ ساله ازدواج کردند. پس از عقد، شوهر زن شروع به زدن کتک به همسرش کرد. خانواده زن اجازه طلاق دادند، اما او برای حفظ آبروی خانواده با شوهرش ماند.[PAD],conform
[CLS]ببین تو فقط منتظر عذرخواهیش هستی یعنی میخوای باهاش ادامه بدی ، اصل ماجرارو ول کردی؟اگر شرایط نداری و میخوای باهاش ادامه بدی دیگه کاری نکن دست روت بلند کنه[SEP]شوهر در دعوا صورت همسرش را ضربه می‌زند و او را به زمین می‌اندازد. همچنین قبلاً دست همسرش را کبود کرده بود و اینبار با مشت به صورتش حمله کرده است. همسر به او اخطار داده که اگر دوباره این کار را تکرار کند، او را ترک خواهد کرد.[PAD],conform
[CLS]خب سخته باید کنار بیای ....ببین باور کن ایندفعه که برگشتی اگه لجبازیتو میذاشتی کنار و رک و راست بهش میگفتی میخوای یه فرصت دوباره به جفتتون بدی و لجبازی نمیکنی الان وضعیتت این نبود[SEP]در دو سال اول ازدواج، زوج دائما با هم دعوا می‌کردند و به زندگی زناشویی زندگی زناشویی نمی‌کردند. بعد از یک ماجرای خشونت آمیز، آنها از هم جدا شدند و به دادگاه رفتند. زن به شوهرش علاقه داشت و با دیدارهای مکرر، آنها دوباره با هم زندگی کردند، اما هنوز مشکلاتی داشتند.[PAD],conform
[CLS]یکبار جلوش وایسا چه التماس کنی چه نکنی کتکو میخوری پس یبار تحمل کن،سعی کن تغییر بدی خودتو تا متوجه تغییرت بشه خودشو عوض کنه وقتی باهاش دوکلام حرف بزنی که تهش دعوا و کتکه پس حرف نزن قهر نباش اصلا عادی باش اومد سلامتو بکن غذاتو اماده کن بیار جمع کن ببر  ولی حرفی که گفتنش واجب نیست نزن اینکارو کن تا کتکت نزنه و این کتک زدن از سرش بیفته[SEP]یک زن 22 ساله با پسر عموی خود که 24 سال دارد، 4 سال پیش ازدواج کرده‌اند. آنها فرزندی ندارند و امروز به دلیل یک بحث کوچک، دعوا کرده‌اند. زن از رفتار عصبی شوهرش خسته شده و به دنبال طلاق است.[PAD],conform
[CLS]نمیدونم دعوا بخاطر چه بوده..ولی تا صحبت نکردی و یه نتیجه نگرفتی قهر نکن به خانواده ت نگو تا بین خودتون به نتیجه برسی[SEP]پری و همسرش دعوا کردند و پری تصمیم گرفت به خانه مادرش برود و دیگر بازنگر نخواهد شد. مادر پری آنها را به خانه خود دعوت کرد و اگر پری در خانه مادرش بماند، مادرشوهرش خوشحال خواهد شد. پرسش این است که آیا پری باید در خانه مادرش بماند یا نه؟[PAD],conform
[CLS]عزیزم شوهر من میگه نباید این حرف به یه مرد گفت لنگه تو خیابون پره اصلا نباید بین زن شوهر همچنین حرفها ی باشه اگر مرد عصبانی شما باید محیط آروم کنی نه اینکه بدتر کنی  حالا صبر کن یه مدت بگیره میاد دنبالت ولی وقتی رفتی سعی کن زندگیت درست کنی[SEP]دو نفر در حال دعوا بودند، یکی به دیگری گفت که از خیابان بیرون برود و بعد از کتک زدن به هم، هفته‌ای یکبار جنگیدند. بعد از عذرخواهی، یک شب خوبی داشتند، اما فردا دوباره جنگیدند و پس از فحش دادن به پدر، شخص دیگر به خانه پدرش رفت.[PAD],conform
[CLS]این اخلاقش شبیه بابای منهبنظرم اول بگو اگه میخوای بیام، ازم‌ معذرت خواهی کن کارت اشتباه بودو بعدم بگو: قول بده که دیگه این قضیه همینجا تموم شدست و حرفی راجع بهش نمیزنی دعوا نکنی وگرنه تو ماشین قرار باشه غر بزنی پس اونجا اصلا پیاده نمیشم‌ مجبور میشی دوباره برگردی![SEP]زوجی برای رفتن به مهمانی به دنبال ماشین ریش تراششان بودند، اما پیدا نکردند و در نهایت به دعوا و غر غر منجر شد. همچنین، شوهر زن در حالی که او لباسش را در حال تعویض بود، به او حمله کرد. در نهایت، زن به مهمانی نرفت و شوهر همچنان تماس می گرفت.[PAD],confront
[CLS]حرفایی که واجب نیست باعث عصبی شدنش میشه نگو اروم باش فقط بفکر خودت کن واسه خودت عشق وحال کن[SEP]زنی به خانه مادرش رفت و بعد از دو هفته شوهرش تماس گرفت تا برگردد. آنها با هم به خانه رفته و بعد از خوردن شام به خانه بازگشتند. در یک بحث، شوهر زن کتکش زد و در شب بعد نیز دوباره کتکش زد.[PAD],conform
[CLS]رفتارش خیلی بد بوده یعنی چی کثیفی زود باهاش عادی نشو باهاش سرسنگین باش که واقعا پشیمون شه بهش بگو مردی که زنشون دوست داره بهش توهین نمی کنه[SEP]مادر شوهر به دکتر رفت، شوهر بعد از کار به خانواده رفت، هنگام برگشتن شوهر، مشکلی در مورد جانماز پیش آمد.[PAD],confront
[CLS]عزیزم اگه انقدر مشکل داری باهاشون، اگه بدی کردن، اگه بدن نرو عزیز من، چه بخوای چه نخوای نمیتونی پای شوهرتو‌ ببریاما خودت نرو راجبشم دیگه اصلا بحث نکن با شوهرت، تماممیگی همه هک اخلاقشو میدونن پس کسی شمارو مقصر نمیدونه[SEP]یک زوج عاشق هم بودند و برای رسیدن به هم سخت تلاش کردند. زندگی آنها به دعاهای مادر شوهرشان بستگی داشت. در نهایت، برای مادر شوهرشان به دلیل بدرفتاری شوهرشان، دعوا و کتک زده شدند.[PAD],confront
[CLS]کی میگه ببخشی نبخش اما فراموش کن تا خودت آروم بگیری  ولی ننبخش تا دیگه زخم نخوری قبلا اگه تو خیلی میرفتی کنارش اینبار نرو سر سنگین باش آرایش کردی به خودت رسیدی یه کتاب بردار بخون فیلم ببین  خودتو سرگرم کن به هرچی علاقه داری نچسب بهش صحبت کن باهاش ولی زیاد با هیجان نه رابطه داشته باش ولی زبونی درخواست رابطه نده با رفتارت جذب خودت کن با پوششت کلا اگر احساسی هستی ادای زنای منطقی و مستقل و دربیار بزار درموردت کنجکاو بشه فکر کنه چرا مث قبل نیستی خودش میاد سمتت تجربه ثابت کرده هرچی مرموز تر باشی بیشتر تلاش میکنه چه زبونی چه رفتاری بیاد کنارت[SEP]یک دعوای شدید بین زوجی رخ داده است. همسر به دوستش گفته که جدا شوند. شب بعد، همسر به خانه دختر خاله‌اش رفته و اکنون قصد دارد برود.[PAD],conform
[CLS]اگه به شوهرتونم بر خورده مطمینن برای بیتوجهی که بهتون داشته این حرفو بهش زدین باید یه فرقی بین شوهر ادم و ادمای تو خیابون باشی ایشون باید بره رفتارش درست کنه که همسرش بتونه یه مرد کامل کنارخودش ببینه نه اینکه حسرت ادمای دیگه رو بخوره[SEP]دو نفر در حال دعوا بودند، یکی به دیگری گفت که از خیابان بیرون برود و بعد از کتک زدن به هم، هفته‌ای یکبار جنگیدند. بعد از عذرخواهی، یک شب خوبی داشتند، اما فردا دوباره جنگیدند و پس از فحش دادن به پدر، شخص دیگر به خانه پدرش رفت.[PAD],confront
[CLS]چون مقایسه اش کردی شوهرتم جبه گرفته مردا از مقایسه شدن بیزاااارن سعی کن تو دعوا مقایسه نکنی و نهوه ی بیانتو عوض کنی[SEP]یک زن با شوهرش درگیر شده و به خانه جاریشان رفته، جایی که دو سال است که عروسی کرده‌اند. در آنجا با جواب‌های ناخوشایندی مواجه شده و به باشگاه و تفریحات هفتگی شوهرش اعتراض کرده است. در پایان، از او دعوت به تعارف شده است.[PAD],conform
[CLS]خانواده رو ولشون کن اصلا نسبت بهشون بی تفاوت باش و حرفاشون برات مهم نباشه .اگ میتونی!من خودم چیزی ازشون میشنوم داغ میکنم دست خودم نیس!!!مشکلاتتو با شوهرت حل کن[SEP]شوهرم و خواهر شوهرم مرا آزار می‌دهند. شوهرم اصرار دارد که با مادرش بروم و کف پایش را ببوسم. من به شوهرم زنگ زدم و او به من حمله کرد.[PAD],conform
[CLS]عزیزم نزدیک عیده خانواده رو بگی همیشه ذهنیت بد نسبت همسرتون میمونه. مردا دست خودشون نیست ساختار بدنیشون اینطوریه، نباید عصبانیشون کرد، چون ناخودآگاه حرکت دستشون زیاد میشهالانم ادامه نده،، هی پیام نده، زنگ نزنهمون حالت ناراحت رو داشته باش[SEP]شوهر در دعوا صورت همسرش را ضربه می‌زند و او را به زمین می‌اندازد. همچنین قبلاً دست همسرش را کبود کرده بود و اینبار با مشت به صورتش حمله کرده است. همسر به او اخطار داده که اگر دوباره این کار را تکرار کند، او را ترک خواهد کرد.[PAD],conform
[CLS]نصیحت میگی نکنیم حالا چی بگیم توقع داری حتما بگیم خوبکاری کردی فحش دادی اونم به کس و کار طرف ،خوب معلومه قاطی میکنه دیگه.جفتتون اشتباه کردی ولی یادت باشه تو شروع کردی[SEP]درگیری شدید بین زن و شوهر در حضور مادر زن رخ داد. زن به شدت توسط شوهرش ضربه خورد و او رفت. مادر زن نمی‌خواهد شوهر به خانه بازگردد و نیاز به راهنمایی دارد.[PAD],conform
[CLS]عزیزم موضوع رو ریشه یابی کن.ظاهرا همسر شما اینطور نیست که با زبون خوش بهش بگی جلو بقیه به من احترام بزار .تو هم قصدت ادامه زندگی.پس میخوای موضوع حل بشه اصلاااااا به هیچ وجه جلو بقیه جوابشو نده هرچی گفت بگو تو راست میگی.خونه وقتی تنهایی میتونی از حقت دفاع کنی ولی جلو بقیه خودتو دور از جون بکن کر.که ارزشت از دست نره جلو بقیه.والا سخته تو تنهایی هم شوهرت بگه گه نخور چه برسه جلو بقیه.سر چه موضوعی بحث کردید؟همیشه پرخاشگرع؟[SEP]همسرم به من گفت کمتر بخورم، بعد از بازگشت به خانه شدیداً به هم ریختیم و او به من حمله کرد و من خجالت زده به خانه پدر و مادرم رفتم.[PAD],conform
[CLS]به نظر من امشب آگه پدر و مادرت تنها میان خونتون همین امشب جلوی خود شوهرت همه چی رو بهشون بگو حتی جاهایی رو که کتک خوردی رو بهشون نشون بده بزار اونا هم در جریان باشند خودشون باهاش برخورد کنند بزار شوهرت فکر نکنه هر کاری که بخواد بکنه شما چیزی به کسی نمیگی همه پدر مادر ها از ناراحتی بچه هاشون ناراحت میشن ولی آگه فردا روز یه بلایی سر خودت یا بچه هات بیاره اون موقع پدر مادرت بیشتر عذاب میکشن اتفاقا امشب چون خانواده میان اونم ازت قهره بگو که خوب حالش بگیری که دیگه یا آدم بشه یا یه فکر اساسی بگیری[SEP]شوهر عوضی قهر کرد و به خانه مادرش رفت. در شام با مادرش بودند و به خانه برگشتند. شوهر کتک به زنش زد و بعد از آن به تماس های زنش پاسخ نداد.[PAD],confront
[CLS]خسته نباشی استاتر جان زدی غرور شوهرت له کردی بهد اومدی خوشگل تعریفم میکنی چهارتا بهت بگن به به چه چه چکارخوبی به ماهم یاد بده اون زد تو باید یه گوشه سکوت کنی جلوش نباشی نه دست به یقه بشی بگی بی سواد آقات هرچی هست الان شریک زندگی توهسته چشم داشتی میخواستی قبولش نکنی والا[SEP]زنی که دیشب کتک خورده بود، از شوهرش گریه کرد و می‌دانست که بعضی افراد ممکن است او را سرزنش کنند. او می‌دانست که دعوا در حضور دختر کوچکش نامطلوب است، اما همه ما ممکن است اشتباه کنیم. او نمی‌خواست فقط به عنوان یک زن جبران کننده باشد، بلکه به عنوان یک شخصیت مستقل و مهربان.[PAD],conform
[CLS]اول اینکه واقعا جای خوشحالی داره که اومده پاپیش گذاشته و داره عذر خواهی میکنهمن انقدر مرد دیدم که دست روی زنش بلند کرده و و معذرت خواهی هم نکردهازشون هم منتفرماگه شوهرم منو بزنه و عذرخواهی نکنه بدون فکر میرم طلاق میگیرمولی شماهم زود آشتی نشو ولی کشش هم نده چون اگه زیاد کشش بدی ممکنه شوهرت خسته بشه و دیگه نیاد برای عذرخواهیمثلا به قول یکی از دوستامون بگو چشمم تار می بینهتا یه مدت تکرارش کن ولی کش ندهموقع عصبانیت مطمئنا اگه یکی از طرفین سکوت کنه،کار به دعوای جدی نمیرسهخودم بارها تجربه اش کردم[SEP]یک زوج درگیر یک دعوای شدید شده‌اند. زن درو را قفل کرده و شوهرش را فحش می‌دهد. شوهر نیز عصبانی می‌شود و در نهایت به دست زن حمله می‌کند.[PAD],conform
[CLS]سلام عزیزم.این اخلاق شوهرتو قدر بدون.کم گیر میاد مردی که براعذرخواهی پا پیش بذاره.اونم جایی که شماصد در صد مقصر بودی.هیچ وقت دیگران و خصوصا خانواده تو با مشکلات زندگیت درگیر نکن.چون ممکنه دعوا بین خودتون تموم بشه و ان شاالله زن گیتون شیرین بشه ولی از ذهن دیگران هیچ ‌وقت پاک نمیشه و برای هردوتون بده.یه شام خوش مزه بپز و حالا که شوهرت اومده جلو ببخشش و انگار نه انگار اتفاقی افتاده.باخودت عهد کن  دیگه خانوادشو تحقیر نکنی.فحاشی هم این دنیای آدمارو خراب میکنه هم آخرتشون رو.موفق باشی...[SEP]یک زوج درگیر یک دعوای شدید شده‌اند. زن درو را قفل کرده و شوهرش را فحش می‌دهد. شوهر نیز عصبانی می‌شود و در نهایت به دست زن حمله می‌کند.[PAD],conform
[CLS]امیدوارم زندگیت رو به راه بشه خصوصا شوهرت عاقل بشه کمتر اذیتت کنه دیدگاه هر دوتون به زندگی عوض بشه و بوتنین طعم خوشبختی رو کنار هم بچشید،اما اگ میدونی طرف حسابت اصلا امیدی به تغییرش نیست و همش اذیتت میکنه به خودت بیا زندگیت یباره عمرتو حروم نکن جدا شو،واسه خودت ارزش قائل باش عزیزم بزار عمرت پای کسی بره ک قلبا دوست داره پیرت نکنه،اگرم میدونی امیدی به تغییرش هست ک بمون باهاش،میتونید برید مشاوره،مشاوره خیلی موثره خیلیا زندگیشون از اینم بدتر بوده مشاوره کمک بزرگی کرده،پس به گزینه مشاوره هم فکر کن گلم[SEP]زنی که هفته‌ای قهر کرده، می‌خواهد به خانه بازگردد، اما می‌ترسد دوباره دعوا شود و بیرون براندازده شود. پسر یک ساله‌اش و باباش هم مخالف بازگشت او هستند. همه چیز در زندگی‌اش خوب است به جز این مشکل.[PAD],confront
[CLS]به خودت برس خودتو خوشگل کن تحویلشم نگیر یکم اعتماد بنفس داشته باش وقتی ببینه اینجوری دیگه رفتارش عوض میشه[SEP]شوهر به زن گفت چاق شده‌ای، زن لگد زد و شوهرش را فشار داد. زن پررو اب ریخت و شوهرش به او زد. شوهر به زن گفت که باباش فوت شده و از فحشش ناراحت است.[PAD],conform
[CLS]ببین استارتر جاریت بهت حسودی میکنه اگه از نظر قیافه و تیپ ازش سرتر باشی.اصلا بندو آب نده میدونو خالی نکن همیشه بگو بخند ظاهرسازی همیشه هم بد نیست باعث میشه دشمنت همیشه ناراحت باشه.دعوا نکن تو خونت بزن برقص کن بزا فک کنه هیچ مشکلی نداری.اگه اون بهت محل نداد تو با خنده باهاش حرف بزن بزار بیشتر حرص بخوره.زنا رو قیافه حساسن رو شادی و خنده طرف مقابل حساسن.به شوهرت نشون بده میتونی همشونو با سیاست حرصشونو دربیاری.جنگ کن با خنده شکست بده با دلبری[SEP]یک زن با شوهرش درگیر شده و به خانه جاریشان رفته، جایی که دو سال است که عروسی کرده‌اند. در آنجا با جواب‌های ناخوشایندی مواجه شده و به باشگاه و تفریحات هفتگی شوهرش اعتراض کرده است. در پایان، از او دعوت به تعارف شده است.[PAD],conform
[CLS]راست میگن عزیزم اگ اون تنده شما صبور باش مهربون باش ب زبون بگیرش باهاش اروم منطقی صحبت کن اونم تعقیر می کنه اگ بخوای اون ی دونه بگه شما ۲ تا اون زندگی هیچ وقت زندگی نمی شه جهنم میشه .همیشه ۲ طرف یکیشون باید کوتاه بیان[SEP]یک زوج جوان به دلیل کرونا خانه اجاره کرده‌اند و در حال آماده شدن برای عروسی هستند. آن‌ها در ۲ سال گذشته بیشتر وقت خود را در دعوا و جنگ گذرانده‌اند و حتی به مرز جدایی رسیده‌اند. همسران همدیگر را اذیت کرده‌اند و در حال حاضر در حال تلاش برای آرام کردن وضعیت هستند.[PAD],conform
[CLS]وقتی بحث میکنه جواب نده بعدش سرسنگین باش اومد منت کشی خودتو دلخور نشون بده و همه حرفاتو اروم و محترمانه بگو مطمئن باش بمرور جواب میده این روششوهر منم تو دعوا عصبی میشد داد میزد حمله میکرد بعد ک دیدم زورم بهش نمیرسه و حرمتا هم داره از بین میره دیگه جوابشو ندادم خودم زدم ب مظلومی الان موم شده گوش شیطون کر[SEP]شوهری خشن و تحقیرآمیز، همسرش را مورد سوء استفاده قرار می‌دهد و او را مورد خشونت قرار می‌دهد. همچنین، او به همسرش تهدید می‌کند و او را مورد تحقیر قرار می‌دهد. همسرش در مقابل این رفتارها قهر می‌کند، اما شوهرش همچنان ادامه می‌دهد.[PAD],conform
[CLS]عزیزم اشتباه اول از شما بوده چرا میبینی حوصله نداره باهاش دهن به دهن میشی دوم مواطب باش جی میگی واقعا حرفت اشتباه بوده سوم باهاش حرف بزن تو آرومی که آتویی که ازم داری خوب نیست نگه داشتی ما زن و شوهریم نیاید از هم بترسیم که باید باهم باشیم[SEP]دعوای شدید بین دو نفر درباره عدم کمک به یکی از آنها در حالی که بچه اش با اسباب بازیش با او بود، به وقوع پیوست. در نهایت، پدر بچه با پای خود به پاش ضربه زد و او را به اتاق برد و روی تخت انداخت.[PAD],conform
[CLS]اصلا ناراحتیتو نشونش ندیا .کاملا جوری رفتار کن که انگار نه انگار با همه بگو بخند کن تو خونه با تلفن حرف بزن بگو بخند کن با دوستو فامیلت اما اصلا بهش محل نده تا خودش بپرسه ....اونم نه دفعه اول و دوم...چندبار بپرسه بعد دیکه اگه دیدی واقعا براش مهمه که باهاش خوب رفتار کنی بهش بگو  همه چیو .[SEP]شخصی به نام من با نی نی به کربلا رفت. مادر و خواهرزاده اش با ماشین رفتند. من از او ناراحت بودم و بعد از رسیدن به کربلا با او دعوا کردم.[PAD],conform
[CLS]اینکه به خانوادت گفتی کار اشتباهی بوده و بهتره بپذیری و عذرخواهی کنیاینکه حق انتقاد به روش زندگی شوهرت نداشته باشب حرف بیجایی هست و قبول نکناینکه کجای زندگی شوهرت و.کجای رفتار شما ایراد داره و چجوری باید به ایشون اعتراض کنی برید مشاور و یاد بگیرید که کارتون به کتک کاری و دعوا نکشه[SEP]یک زن و شوهرش در مورد مسائل مالی و رفتار شوهرش بحث داشتند. شوهر آنها همیشه کنترل می‌کرد و او را محدود می‌کرد. در نهایت، زن شکایت کرد و پرونده بسته شد، اما اکنون شوهرش از او دوری می‌کند.[PAD],conform
[CLS]استارتر کش نده موضوع رو اشتی کردین باهاش صحبت کن بگو عصبانیم شدی جلو بچه نشون نده یه خورده داستان سرهم کن بترسه جلو بچه هیچکاری نکنه[SEP]زنی که دیشب کتک خورده بود، از شوهرش گریه کرد و می‌دانست که بعضی افراد ممکن است او را سرزنش کنند. او می‌دانست که دعوا در حضور دختر کوچکش نامطلوب است، اما همه ما ممکن است اشتباه کنیم. او نمی‌خواست فقط به عنوان یک زن جبران کننده باشد، بلکه به عنوان یک شخصیت مستقل و مهربان.[PAD],conform
[CLS]هیچی درس عبرت بگیر و گیر الکی بهش نده و فحش به خانواده اش و خودش نده و سعی کن با حرف و منطق مشکلاتتو مطرح کنی تا دعوا پیش نیاد.[SEP]یک زوج درگیر یک دعوای شدید شده‌اند. زن درو را قفل کرده و شوهرش را فحش می‌دهد. شوهر نیز عصبانی می‌شود و در نهایت به دست زن حمله می‌کند.[PAD],conform
[CLS]اگه قرار بود صبح بری بوسش کنی بری بغلش همون دیشب بیخیال قهر میشدی سنگین تر بود ‌ الانم که لج کرده تا کی اروم بشه تحمل کن !![SEP]زوجی دیشب به خاطر کار اشتباه شوهرشان دعوا کردند. شوهر همراه با تمسخر به همسرش گفت که شب جمعه را خراب نکند. همسر به دلیل شکستن یک لیوان و صدای بلند شوهرش صبح را بیدار شد.[PAD],conform
[CLS]همش برمیگرده به جنسیت آدما خانم خوب قهرکر دی همون خونت میموندی بعدهم چرا زهر میکنید زندگی خودتون بشین منطقی حرف بزنید چرا با سر صدا زن شوهر دعوا کنند ابلهان باور فردا برگرد خونه چیه غذای خوشمزه درست کن درحضور شوهرت بخور به اونم نده تنبیه کن نه بری[SEP]یک دعوا در خیابان بین دو نفر رخ داد. یکی از آنها به دیگری گفت که از او خجالت بکشد. شوهر دختر خاله ای همسرش را تماس گرفت اما جواب نداد.[PAD],conform
[CLS]باید پسش میزدی الان برگرد خونه قهر باش چند روز محل نده اومد آشتی کنه چهارتا درشت بارش کن خلاصه زود آشتی نکن ولی خونه مامانت هم نمون[SEP]پری و همسرش دعوا کردند و پری تصمیم گرفت به خانه مادرش برود و دیگر بازنگر نخواهد شد. مادر پری آنها را به خانه خود دعوت کرد و اگر پری در خانه مادرش بماند، مادرشوهرش خوشحال خواهد شد. پرسش این است که آیا پری باید در خانه مادرش بماند یا نه؟[PAD],confront
[CLS]اره برگرد به نظرم ولی هیچ وقت از خونت قهر نکن تو این دوره زمونه جاتو چسبیدی می خوان خودشونو جا بدن وای به حال اینکه جارو خالی ببینن و بهانه هم پیدا کنن🙄🙄🙄بعدم با قهر مشکلات حل نمیشه عزیزم صحبت کن با شوهرت[SEP]زن و شوهر دعوا کردند و او از خانه جدا شد. او به خانه مادرش رفت و هنگامی که شوهرش تماس گرفت، خواست با هندوانه ای که خواهرش می آورد، او را به خانه داداشش ببرد. او تصمیم گرفت تا شب در خانه مادرش بماند و شام درست نکند.[PAD],conform
[CLS]عزیزم تو دعوا که حلوا خیر نمیکنن.بشینین باهم حرف بزنین.بهش بگو اون حرفا از سر عصبانیت بوده.جوری حرف بزن که بفهمه ناراحتی از کارت اما طلبکارش نکن.بگو حتی یک درصد از حرفمم اگه درست باشه تو هم همین کارو کردی.بگو من شریک زندگیتم اما تا حالا تو هیچ اموالی شریک نکردی منو مشخصه که حس خوبی پیدا نمیکنم.با حرف خوب و سیاست پولتو ازش پس بگیر اگر بهش اعتماد نداری دیگه طلاهاتو نفروش[SEP]مربوط به موضوع مالی من بود. شوهرم قول‌هایش را نگه نداشت و بحث شدید شد. در نهایت، من او را زدم و ما داد و بیداد کردیم. موضوع برای من بسیار جدی بود، زیرا تمام سرمایه زندگی‌ام در این موضوع بود.[PAD],confront
[CLS]عقب نشینی نکن یهو تغییر بده زندگیتو.واقعا یه کاری کن بترکه از حسودی یه کاری کن شوهرت تعجب کنه شاخ در بیاره.هرچی هم گفت گریه نکن بخند بزار حرص بخوره کم بیاره.[SEP]یک زن با شوهرش درگیر شده و به خانه جاریشان رفته، جایی که دو سال است که عروسی کرده‌اند. در آنجا با جواب‌های ناخوشایندی مواجه شده و به باشگاه و تفریحات هفتگی شوهرش اعتراض کرده است. در پایان، از او دعوت به تعارف شده است.[PAD],confront
[CLS]بگو میدونم میخوای اشتی کنی، ولی کاش دفعه بعد اینجوری باهام حرف نزنی.[SEP]دو نفر دعوا کردند و یکی از آن‌ها ابروی خود را جلوی مادر دیگری ریخت. از دیشب، یکی از آن‌ها به بهونه کار خانه با دیگری حرف می‌زند و دیگری جواب نمی‌دهد. در شب، یکی از آن‌ها خانه را تکان می‌دهد و دیگری با او حرف می‌زند.[PAD],confront
[CLS]عادتش دادی ب زدن .هنوز اولشه .دیگ شوخی بدنی مث زدن یواش یا هل دادن باهاش نکن .بیشتر روش باز نشه.الانم صبرکن خودش بیاد آشتی .ایندفعه رو زود آشتی کن .اصلا درباره اون زدن تو صورت دیگ بهش چیزی نگو .انگار نزده بذار فراموش بشه[SEP]یک زوج دعوا کردند و هر دوی آنها به یکدیگر زدند. زن برای آشتی کردن با شوهرش تلاش کرد اما شوهرش قهر کرده بود. شوهر زن او را در خیابان رها کرد و به خانه پدرش برگشت.[PAD],conform
[CLS]عزیزم اون حرف نمیزنه تو برو باهاش صحبت کن  نمیدونم بهش بگو ک از صحبت کردن باهاش چقد لذت میبری   از زحماتش قدر دانی کن کم کم درس میشه[SEP]یک زوج دعوا کرده‌اند و شوهر به خانواده همسر خود حمله کرده است. خانواده همسر نیز به کلانتری رفته‌اند. زن باردار به خانه مادرش پناه برده است.[PAD],conform
[CLS]عزیزم درستش اینه صحبت میکردین باهم نه دعوا و کتک کاری اینا مسائل پیش پا افتادست اینطوری واکنش نشون میدین مسائل جدی چیکار میکنین[SEP]زن به دلیل لباسش با شوهرش درگیر شد و در حضور بچه‌ها به شوهرش کتک زد. شوهرش به شدت آسیب دید و زن نیز از این اتفاق ناراحت شد. قبل از این اتفاق، زوجین خوب و عاشقانه با هم بودند.[PAD],confront
[CLS]یادت نره که شوهرت برادر و بچه ی کسای دیگه هست تو خوشت میاد زنداداشت همچین تاپیکی بزنه یا حتی عروست از این حرفا بزنه راجع به بچت؟نمیتونی تحملش کنی طلاق بگیر راحت کن خودتو[SEP]دعوای شدیدی بین دو نفر رخ داد. یکی از آنها بالشت روی صورت دیگری گذاشت و فشار داد. دو نفر هم درد گردن و دماغ داشتند.[PAD],confront
[CLS]باهاش تا چند روز سر سنگین باش ولی قهر نباش.[SEP]یک زوج دعوا کردند و همسر به شدت به همسر توهین کرد و او را زد. همچنین، همسر قبلاً هم به او کتک زده بود. بعد از دعوا، فردا صبح، او به خانه مادرش رفت و از همسرش دوری کرد.[PAD],conform
[CLS]متفاوت رفتار کن ، پاشو شام برا خودتو  دخترت بذار انگار نه انگار به اونم محل نده شبم کنار دخترت بخاب هرچیم حرف زد بد گفت محلش نزار[SEP]دختر و پسری دعوا کردند، پسر دختر را زده بود ولی قبلاً قول داده بود که دیگر کتکش نمی‌زند. دختر و پسر هر دو به یکدیگر فحش دادند.[PAD],conform
[CLS]دوست خوبم تازه عروسی شوهرت رو هم زیاد دوست داری ولی خواهش میکنم زود کوتاه نیا که این کار براش عادی بشه ما تو زندگیت نیستیم خودت قلق شوهرت بیشتر دستته نمی دونم قهر کن باهاش حرف نزن یه کاری که میدونی خیلی روش تاثیر داره[SEP]جاری بزرگ مشکل دار است و می‌خواهد مهمانی برگزار کند. صحبت‌ها بین آنها به نزاع منجر شد و جاری بزرگ او را از خانه خود بیرون کرد. در حین بستن در، جاری بزرگ به او ضربه زد و او دچار خونریزی شد.[PAD],confront
[CLS]باهاش شرط کن اگه دوباره بزنه میریکاملا هم جدی بگوبگو آدمی نیستم ک هر غلطی خاستی بکنی باهامو من هی ببخشم. بعدش ببخشش.[SEP]یک زوج دعوای شدیدی داشتند و شوهر توهین کرد. زن به دست شوهر آسیب دید و اکنون در مورد ببخشیدن او تردید دارد. دعوا هنوز به پایان نرسیده است و زن نمی‌داند چه کار کند.[PAD],confront
[CLS]عزیزم صبور باش  هرچی خواست خداس همون بشه ازخدا بهترین حالت ممکنو بخواه برا بی قراریت دعا کن با خدا حرف بزن  الهی زندگیت به بهترین شکل ادامه پیدا کنه و ارامشت بزگرده گلم[SEP]زوجی به دلیل دعوای خانوادگی درگیر مشکل شدند. شوهر به همسرش طلاق داد و دو ماه به او توهین کرد. در نهایت، در یک دعوا شدید، شوهر به همسرش حمله کرد و او به خانواده خود زنگ زد.[PAD],conform
[CLS]حتما دنبال چیزی هستی خیلی طعنه بدی زدی ، نمیگم تقصیر نداشت عزیزم ولی تو هم بی تقصیر نبودی تو خودتو نتونستی کنترل کنی خشمتو رفتی ظرف شکوندی اینجور موقعا باید بری اتاق در و ببندی فعلا باهاش حرف نزنی اونوموقع که عصبانیه تو ضیح نداده بعدا که اروم شد بپرسی[SEP]دو زوج دعوای شدیدی داشتند، شوهر به زن کتک زد و او از خانه فرار کرد. شوهر او را تعقیب کرد، اما سپس تنها گذاشت و به خانه برگشت. زن به دنبال راه حل برای این مشکل است.[PAD],conform
